"";"name";"no_overlap";"components";"order";"max_Ct";"min_Ct";"max_diam";"min_diam";"max_between"
"2333";"Chaetura chapmani";0,33;1;796;0,33;0,33;13;13;599,1
"2334";"Chaetura chapmani";0,35;1;783;0,35;0,35;13;13;227,2
"2335";"Chaetura chapmani";0,37;1;769;0,37;0,37;16;16;320,7
"2336";"Chaetura chapmani";0,39;1;751;0,39;0,39;16;16;116,4
"2337";"Chaetura chapmani";0,41;1;723;0,41;0,41;15;15;97,4
"2338";"Chaetura chapmani";0,43;1;689;0,43;0,43;14;14;86,3
"2339";"Chaetura chapmani";0,45;1;661;0,45;0,45;15;15;50,8
"2340";"Chaetura chapmani";0,47;1;610;0,47;0,47;14;14;1,6
"2341";"Chaetura chapmani";0,49;1;598;0,49;0,49;14;14;1,3
"2342";"Chaetura chapmani";0,51;1;578;0,51;0,51;16;16;1
"2343";"Chaetura chapmani";0,53;1;553;0,53;0,53;17;17;2,6
"2344";"Chaetura chapmani";0,55;1;537;0,55;0,55;18;18;0,2
"2345";"Chaetura chapmani";0,57;1;509;0,57;0,57;17;17;0,2
"2346";"Chaetura chapmani";0,59;1;441;0,59;0,59;16;16;0,4
"2347";"Chaetura chapmani";0,61;1;413;0,61;0,61;17;17;0
"2348";"Chaetura chapmani";0,63;1;376;0,63;0,63;18;18;0
"2349";"Chaetura chapmani";0,65;1;356;0,65;0,65;20;20;0
"2350";"Chaetura chapmani";0,67;1;251;0,67;0,67;10;10;0
"2351";"Chaetura cinereiventris";0,23;1;877;0,23;0,23;11;11;124,3
"2352";"Chaetura cinereiventris";0,25;1;867;0,25;0,25;12;12;114,4
"2353";"Chaetura cinereiventris";0,27;1;853;0,27;0,27;12;12;87,2
"2354";"Chaetura cinereiventris";0,29;1;839;0,29;0,29;11;11;138,3
"2355";"Chaetura cinereiventris";0,31;1;806;0,31;0,31;11;11;81,5
"2356";"Chaetura cinereiventris";0,33;1;796;0,33;0,33;13;13;76,7
"2357";"Chaetura cinereiventris";0,35;1;783;0,35;0,35;13;13;110,7
"2358";"Chaetura cinereiventris";0,37;1;769;0,37;0,37;16;16;113,4
"2359";"Chaetura cinereiventris";0,39;1;751;0,39;0,39;16;16;81,7
"2360";"Chaetura cinereiventris";0,41;1;723;0,41;0,41;15;15;67,7
"2361";"Chaetura cinereiventris";0,43;1;689;0,43;0,43;14;14;98,7
"2362";"Chaetura cinereiventris";0,45;1;661;0,45;0,45;15;15;47,6
"2363";"Chaetura cinereiventris";0,47;1;610;0,47;0,47;14;14;50
"2364";"Chaetura cinereiventris";0,49;1;598;0,49;0,49;14;14;18,5
"2365";"Chaetura cinereiventris";0,51;1;578;0,51;0,51;16;16;29,6
"2366";"Chaetura cinereiventris";0,53;1;553;0,53;0,53;17;17;40,8
"2367";"Chaetura cinereiventris";0,55;1;537;0,55;0,55;18;18;4,6
"2368";"Chaetura cinereiventris";0,57;1;509;0,57;0,57;17;17;7,3
"2369";"Chaetura cinereiventris";0,59;1;441;0,59;0,59;16;16;0
"2370";"Chaetura egregia";0,23;1;877;0,23;0,23;11;11;310,3
"2371";"Chaetura egregia";0,25;1;867;0,25;0,25;12;12;211,2
"2372";"Chaetura egregia";0,27;1;853;0,27;0,27;12;12;300,8
"2373";"Chaetura egregia";0,29;1;839;0,29;0,29;11;11;223,8
"2374";"Chaetura egregia";0,31;1;806;0,31;0,31;11;11;383,7
"2375";"Chaetura egregia";0,33;1;796;0,33;0,33;13;13;1079,7
"2376";"Chaetura egregia";0,35;1;783;0,35;0,35;13;13;993
"2377";"Chaetura egregia";0,37;1;769;0,37;0,37;16;16;1002,1
"2378";"Chaetura egregia";0,39;1;751;0,39;0,39;16;16;875
"2379";"Chaetura egregia";0,41;1;723;0,41;0,41;15;15;2,6
"2380";"Chaetura egregia";0,43;1;689;0,43;0,43;14;14;0
"2381";"Chaetura pelagica";0,23;1;877;0,23;0,23;11;11;309,1
"2382";"Chaetura pelagica";0,25;1;867;0,25;0,25;12;12;115,6
"2383";"Chaetura pelagica";0,27;1;853;0,27;0,27;12;12;120
"2384";"Chaetura pelagica";0,29;1;839;0,29;0,29;11;11;242
"2385";"Chaetura pelagica";0,31;1;806;0,31;0,31;11;11;60,9
"2386";"Chaetura pelagica";0,33;1;796;0,33;0,33;13;13;0,7
"2387";"Chaetura pelagica";0,35;1;783;0,35;0,35;13;13;0,7
"2388";"Chaetura pelagica";0,37;1;769;0,37;0,37;16;16;0,5
"2389";"Chaetura pelagica";0,39;1;751;0,39;0,39;16;16;0,1
"2390";"Chaetura pelagica";0,41;1;723;0,41;0,41;15;15;0
"2391";"Chaetura pelagica";0,43;1;689;0,43;0,43;14;14;0
"2392";"Chaetura pelagica";0,45;1;661;0,45;0,45;15;15;0
"2393";"Chaetura pelagica";0,47;1;610;0,47;0,47;14;14;0
"2394";"Chaetura pelagica";0,49;1;598;0,49;0,49;14;14;0
"2395";"Chaetura spinicaudus";0,23;1;877;0,23;0,23;11;11;912,9
"2396";"Chaetura spinicaudus";0,25;1;867;0,25;0,25;12;12;963,6
"2397";"Chaetura spinicaudus";0,27;1;853;0,27;0,27;12;12;557,5
"2398";"Chaetura spinicaudus";0,29;1;839;0,29;0,29;11;11;824,8
"2399";"Chaetura spinicaudus";0,31;1;806;0,31;0,31;11;11;802,1
"2400";"Chaetura spinicaudus";0,33;1;796;0,33;0,33;13;13;659,6
"2401";"Chaetura spinicaudus";0,35;1;783;0,35;0,35;13;13;526,6
"2402";"Chaetura spinicaudus";0,37;1;769;0,37;0,37;16;16;413
"2403";"Chaetura spinicaudus";0,39;1;751;0,39;0,39;16;16;429,5
"2404";"Chaetura spinicaudus";0,41;1;723;0,41;0,41;15;15;358,8
"2405";"Chaetura spinicaudus";0,43;1;689;0,43;0,43;14;14;79,5
"2406";"Chaetura spinicaudus";0,45;1;661;0,45;0,45;15;15;152,3
"2407";"Chaetura spinicaudus";0,47;1;610;0,47;0,47;14;14;0,9
"2408";"Chaetura spinicaudus";0,49;1;598;0,49;0,49;14;14;0,8
"2409";"Chaetura spinicaudus";0,51;1;578;0,51;0,51;16;16;1,1
"2410";"Chaetura spinicaudus";0,53;1;553;0,53;0,53;17;17;0
"2411";"Chaetura spinicaudus";0,55;1;537;0,55;0,55;18;18;0,3
"2412";"Chaetura spinicaudus";0,57;1;509;0,57;0,57;17;17;0
"2413";"Chamaeza nobilis";0,23;1;877;0,23;0,23;11;11;768
"2414";"Chamaeza nobilis";0,25;1;867;0,25;0,25;12;12;569,7
"2415";"Chamaeza nobilis";0,27;1;853;0,27;0,27;12;12;540,3
"2416";"Chamaeza nobilis";0,29;1;839;0,29;0,29;11;11;511,1
"2417";"Chamaeza nobilis";0,31;1;806;0,31;0,31;11;11;492,9
"2418";"Chamaeza nobilis";0,33;1;796;0,33;0,33;13;13;693
"2419";"Chamaeza nobilis";0,35;1;783;0,35;0,35;13;13;1185,6
"2420";"Chamaeza nobilis";0,37;1;769;0,37;0,37;16;16;1853,8
"2421";"Chamaeza nobilis";0,39;1;751;0,39;0,39;16;16;2605,2
"2422";"Chamaeza nobilis";0,41;1;723;0,41;0,41;15;15;1311,5
"2423";"Chamaeza nobilis";0,43;1;689;0,43;0,43;14;14;2024,3
"2424";"Chamaeza nobilis";0,45;1;661;0,45;0,45;15;15;1605,7
"2425";"Chamaeza nobilis";0,47;1;610;0,47;0,47;14;14;1349
"2426";"Chamaeza nobilis";0,49;1;598;0,49;0,49;14;14;1618,4
"2427";"Chamaeza nobilis";0,51;1;578;0,51;0,51;16;16;2204,5
"2428";"Chamaeza nobilis";0,53;1;553;0,53;0,53;17;17;1048,8
"2429";"Chamaeza nobilis";0,55;1;537;0,55;0,55;18;18;574,5
"2430";"Chamaeza nobilis";0,57;1;509;0,57;0,57;17;17;783,1
"2431";"Chamaeza nobilis";0,59;1;441;0,59;0,59;16;16;1383
"2432";"Chamaeza nobilis";0,61;1;413;0,61;0,61;17;17;989,6
"2433";"Chamaeza nobilis";0,63;1;376;0,63;0,63;18;18;979,2
"2434";"Chamaeza nobilis";0,65;1;356;0,65;0,65;20;20;1953,3
"2435";"Chamaeza nobilis";0,67;1;251;0,67;0,67;10;10;687,3
"2436";"Chamaeza nobilis";0,69;1;226;0,69;0,69;12;12;769,5
"2437";"Chamaeza nobilis";0,71;1;191;0,71;0,71;13;13;2635,8
"2438";"Chamaeza nobilis";NA;1;155;0,75;0,75;13;13;1307,5
"2439";"Chamaeza nobilis";NA;1;168;0,73;0,73;13;13;2295,5
"2440";"Chamaeza nobilis";NA;6;4;0,77;0,77;3;3;0
"2441";"Chamaeza nobilis";NA;11;2;0,79;0,79;1;1;0
"2442";"Chiroxiphia pareola";0,23;1;877;0,23;0,23;11;11;470,9
"2443";"Chiroxiphia pareola";0,25;1;867;0,25;0,25;12;12;816
"2444";"Chiroxiphia pareola";0,27;1;853;0,27;0,27;12;12;356
"2445";"Chiroxiphia pareola";0,29;1;839;0,29;0,29;11;11;305,9
"2446";"Chiroxiphia pareola";0,31;1;806;0,31;0,31;11;11;341,2
"2447";"Chiroxiphia pareola";0,33;1;796;0,33;0,33;13;13;237,4
"2448";"Chiroxiphia pareola";0,35;1;783;0,35;0,35;13;13;250,2
"2449";"Chiroxiphia pareola";0,37;1;769;0,37;0,37;16;16;236,2
"2450";"Chiroxiphia pareola";0,39;1;751;0,39;0,39;16;16;183,5
"2451";"Chiroxiphia pareola";0,41;1;723;0,41;0,41;15;15;239,4
"2452";"Chiroxiphia pareola";0,43;1;689;0,43;0,43;14;14;373,7
"2453";"Chiroxiphia pareola";0,45;1;661;0,45;0,45;15;15;328,3
"2454";"Chiroxiphia pareola";0,47;1;610;0,47;0,47;14;14;598,7
"2455";"Chiroxiphia pareola";0,49;1;598;0,49;0,49;14;14;723,7
"2456";"Chiroxiphia pareola";0,51;1;578;0,51;0,51;16;16;1030,2
"2457";"Chiroxiphia pareola";0,53;1;553;0,53;0,53;17;17;11,2
"2458";"Chiroxiphia pareola";0,55;1;537;0,55;0,55;18;18;21,4
"2459";"Chiroxiphia pareola";0,57;1;509;0,57;0,57;17;17;1,2
"2460";"Chiroxiphia pareola";0,59;1;441;0,59;0,59;16;16;0,3
"2461";"Chiroxiphia pareola";0,61;1;413;0,61;0,61;17;17;0,2
"2462";"Chiroxiphia pareola";0,63;1;376;0,63;0,63;18;18;0
"2463";"Chiroxiphia pareola";0,65;1;356;0,65;0,65;20;20;0
"2464";"Chlorostilbon mellisugus";0,23;1;877;0,23;0,23;11;11;1335,4
"2465";"Chlorostilbon mellisugus";0,25;1;867;0,25;0,25;12;12;1049,7
"2466";"Chlorostilbon mellisugus";0,27;1;853;0,27;0,27;12;12;240,7
"2467";"Chlorostilbon mellisugus";0,29;1;839;0,29;0,29;11;11;4,8
"2468";"Chlorostilbon mellisugus";0,31;1;806;0,31;0,31;11;11;6,3
"2469";"Chlorostilbon mellisugus";0,33;1;796;0,33;0,33;13;13;5,1
"2470";"Chlorostilbon mellisugus";0,35;1;783;0,35;0,35;13;13;6,9
"2471";"Chlorostilbon mellisugus";0,37;1;769;0,37;0,37;16;16;7,9
"2472";"Chlorostilbon mellisugus";0,39;1;751;0,39;0,39;16;16;5,7
"2473";"Chlorostilbon mellisugus";0,41;1;723;0,41;0,41;15;15;0,9
"2474";"Chlorostilbon mellisugus";0,43;1;689;0,43;0,43;14;14;0
"2475";"Chlorostilbon mellisugus";0,45;1;661;0,45;0,45;15;15;0
"2476";"Chlorostilbon mellisugus";0,47;1;610;0,47;0,47;14;14;0
"2477";"Chlorostilbon notatus";0,23;1;877;0,23;0,23;11;11;1183,4
"2478";"Chlorostilbon notatus";0,25;1;867;0,25;0,25;12;12;687,9
"2479";"Chlorostilbon notatus";0,27;1;853;0,27;0,27;12;12;332,3
"2480";"Chlorostilbon notatus";0,29;1;839;0,29;0,29;11;11;244,9
"2481";"Chlorostilbon notatus";0,31;1;806;0,31;0,31;11;11;148,8
"2482";"Chlorostilbon notatus";0,33;1;796;0,33;0,33;13;13;107,1
"2483";"Chlorostilbon notatus";0,35;1;783;0,35;0,35;13;13;50,1
"2484";"Chlorostilbon notatus";0,37;1;769;0,37;0,37;16;16;60,9
"2485";"Chlorostilbon notatus";0,39;1;751;0,39;0,39;16;16;53
"2486";"Chlorostilbon notatus";0,41;1;723;0,41;0,41;15;15;125,5
"2487";"Chlorostilbon notatus";0,43;1;689;0,43;0,43;14;14;150,9
"2488";"Chlorostilbon notatus";0,45;1;661;0,45;0,45;15;15;23,4
"2489";"Chlorostilbon notatus";0,47;1;610;0,47;0,47;14;14;36,4
"2490";"Chlorostilbon notatus";0,49;1;598;0,49;0,49;14;14;23,3
"2491";"Chlorostilbon notatus";0,51;1;578;0,51;0,51;16;16;20,6
"2492";"Chlorostilbon notatus";0,53;1;553;0,53;0,53;17;17;98,7
"2493";"Chlorostilbon notatus";0,55;1;537;0,55;0,55;18;18;478,6
"2494";"Chlorostilbon notatus";0,57;1;509;0,57;0,57;17;17;510,7
"2495";"Chlorostilbon notatus";0,59;1;441;0,59;0,59;16;16;439
"2496";"Chlorostilbon notatus";0,61;1;413;0,61;0,61;17;17;0
"2497";"Chordeiles pusillus";0,23;1;877;0,23;0,23;11;11;47,3
"2498";"Chordeiles pusillus";0,25;1;867;0,25;0,25;12;12;112,4
"2499";"Chordeiles pusillus";0,27;1;853;0,27;0,27;12;12;129,4
"2500";"Chordeiles pusillus";0,29;1;839;0,29;0,29;11;11;99
"2501";"Chordeiles pusillus";0,31;1;806;0,31;0,31;11;11;440,6
"2502";"Chordeiles pusillus";0,33;1;796;0,33;0,33;13;13;124,7
"2503";"Chordeiles pusillus";0,35;1;783;0,35;0,35;13;13;323,9
"2504";"Chordeiles pusillus";0,37;1;769;0,37;0,37;16;16;49,4
"2505";"Chordeiles pusillus";0,39;1;751;0,39;0,39;16;16;77,6
"2506";"Chordeiles pusillus";0,41;1;723;0,41;0,41;15;15;33,1
"2507";"Chordeiles pusillus";0,43;1;689;0,43;0,43;14;14;0
"2508";"Chordeiles rupestris";0,23;1;877;0,23;0,23;11;11;542,3
"2509";"Chordeiles rupestris";0,25;1;867;0,25;0,25;12;12;660,4
"2510";"Chordeiles rupestris";0,27;1;853;0,27;0,27;12;12;847,6
"2511";"Chordeiles rupestris";0,29;1;839;0,29;0,29;11;11;1608,5
"2512";"Chordeiles rupestris";0,31;1;806;0,31;0,31;11;11;1280,8
"2513";"Chordeiles rupestris";0,33;1;796;0,33;0,33;13;13;1265
"2514";"Chordeiles rupestris";0,35;1;783;0,35;0,35;13;13;8,7
"2515";"Chordeiles rupestris";0,37;1;769;0,37;0,37;16;16;1,7
"2516";"Chordeiles rupestris";0,39;1;751;0,39;0,39;16;16;4,4
"2517";"Chordeiles rupestris";0,41;1;723;0,41;0,41;15;15;2,2
"2518";"Chordeiles rupestris";0,43;1;689;0,43;0,43;14;14;6,9
"2519";"Chrysolampis mosquitus";0,23;1;877;0,23;0,23;11;11;1552
"2520";"Chrysolampis mosquitus";0,25;1;867;0,25;0,25;12;12;1431,8
"2521";"Chrysolampis mosquitus";0,27;1;853;0,27;0,27;12;12;790,1
"2522";"Chrysolampis mosquitus";0,29;1;839;0,29;0,29;11;11;655,2
"2523";"Chrysolampis mosquitus";0,31;1;806;0,31;0,31;11;11;1101,6
"2524";"Chrysolampis mosquitus";0,33;1;796;0,33;0,33;13;13;355,6
"2525";"Chrysolampis mosquitus";0,35;1;783;0,35;0,35;13;13;135,5
"2526";"Chrysolampis mosquitus";0,37;1;769;0,37;0,37;16;16;271
"2527";"Chrysolampis mosquitus";0,39;1;751;0,39;0,39;16;16;340,9
"2528";"Chrysolampis mosquitus";0,41;1;723;0,41;0,41;15;15;846,9
"2529";"Chrysolampis mosquitus";0,43;1;689;0,43;0,43;14;14;683
"2530";"Chrysolampis mosquitus";0,45;1;661;0,45;0,45;15;15;503
"2531";"Chrysolampis mosquitus";0,47;1;610;0,47;0,47;14;14;78,2
"2532";"Chrysolampis mosquitus";0,49;1;598;0,49;0,49;14;14;80,2
"2533";"Chrysolampis mosquitus";0,51;1;578;0,51;0,51;16;16;167,7
"2534";"Chrysolampis mosquitus";0,53;1;553;0,53;0,53;17;17;307,7
"2535";"Chrysolampis mosquitus";0,55;1;537;0,55;0,55;18;18;82,5
"2536";"Chrysolampis mosquitus";0,57;1;509;0,57;0,57;17;17;948,3
"2537";"Chrysolampis mosquitus";NA;2;17;0,61;0,61;7;7;26
"2538";"Chrysolampis mosquitus";NA;2;22;0,59;0,59;9;9;42,8
"2539";"Chrysolampis mosquitus";NA;5;7;0,63;0,63;3;3;5,5
"2540";"Chrysolampis mosquitus";NA;7;5;0,65;0,65;2;2;0,5
"2541";"Chrysolampis mosquitus";NA;10;4;0,69;0,69;2;2;2
"2542";"Chrysolampis mosquitus";NA;11;4;0,67;0,67;2;2;0,5
"2543";"Chrysolampis mosquitus";NA;20;2;0,73;0,73;1;1;0
"2544";"Chrysolampis mosquitus";NA;21;2;0,71;0,71;1;1;0
"2545";"Chrysomus icterocephalus";0,23;1;877;0,23;0,23;11;11;58,8
"2546";"Chrysomus icterocephalus";0,25;1;867;0,25;0,25;12;12;236
"2547";"Chrysomus icterocephalus";0,27;1;853;0,27;0,27;12;12;473,1
"2548";"Chrysomus icterocephalus";0,29;1;839;0,29;0,29;11;11;758,1
"2549";"Chrysomus icterocephalus";0,31;1;806;0,31;0,31;11;11;1802,1
"2550";"Chrysomus icterocephalus";0,33;1;796;0,33;0,33;13;13;794,4
"2551";"Chrysomus icterocephalus";0,35;1;783;0,35;0,35;13;13;89
"2552";"Chrysomus icterocephalus";0,37;1;769;0,37;0,37;16;16;0
"2553";"Chrysomus icterocephalus";0,39;1;751;0,39;0,39;16;16;0
"2554";"Chrysomus icterocephalus";0,41;1;723;0,41;0,41;15;15;0
"2555";"Chrysomus icterocephalus";NA;2;14;0,45;0,45;3;3;0
"2556";"Chrysomus icterocephalus";NA;3;12;0,51;0,51;4;4;0
"2557";"Chrysomus icterocephalus";NA;3;13;0,49;0,49;3;3;0
"2558";"Chrysomus icterocephalus";NA;3;14;0,47;0,43;3;3;0
"2559";"Chrysuronia oenone";0,23;1;877;0,23;0,23;11;11;3332,7
"2560";"Chrysuronia oenone";0,25;1;867;0,25;0,25;12;12;4131,4
"2561";"Chrysuronia oenone";0,27;1;853;0,27;0,27;12;12;2215,6
"2562";"Chrysuronia oenone";0,29;1;839;0,29;0,29;11;11;3427,8
"2563";"Chrysuronia oenone";0,31;1;806;0,31;0,31;11;11;1841,4
"2564";"Chrysuronia oenone";0,33;1;796;0,33;0,33;13;13;1427,9
"2565";"Chrysuronia oenone";0,35;1;783;0,35;0,35;13;13;1048,8
"2566";"Chrysuronia oenone";0,37;1;769;0,37;0,37;16;16;1245,4
"2567";"Chrysuronia oenone";0,39;1;751;0,39;0,39;16;16;1237,1
"2568";"Chrysuronia oenone";0,41;1;723;0,41;0,41;15;15;2888,5
"2569";"Chrysuronia oenone";0,43;1;689;0,43;0,43;14;14;2748,2
"2570";"Chrysuronia oenone";0,45;1;661;0,45;0,45;15;15;2633,4
"2571";"Chrysuronia oenone";0,47;1;610;0,47;0,47;14;14;13,3
"2572";"Chrysuronia oenone";0,49;1;598;0,49;0,49;14;14;0
"2573";"Ciccaba huhula";0,23;1;877;0,23;0,23;11;11;556,3
"2574";"Ciccaba huhula";0,25;1;867;0,25;0,25;12;12;788,5
"2575";"Ciccaba huhula";0,27;1;853;0,27;0,27;12;12;656,6
"2576";"Ciccaba huhula";0,29;1;839;0,29;0,29;11;11;509,7
"2577";"Ciccaba huhula";0,31;1;806;0,31;0,31;11;11;391,7
"2578";"Ciccaba huhula";0,33;1;796;0,33;0,33;13;13;352,3
"2579";"Ciccaba huhula";0,35;1;783;0,35;0,35;13;13;188,4
"2580";"Ciccaba huhula";0,37;1;769;0,37;0,37;16;16;213,2
"2581";"Ciccaba huhula";0,39;1;751;0,39;0,39;16;16;196,9
"2582";"Ciccaba huhula";0,41;1;723;0,41;0,41;15;15;160,1
"2583";"Ciccaba huhula";0,43;1;689;0,43;0,43;14;14;192
"2584";"Ciccaba huhula";0,45;1;661;0,45;0,45;15;15;153,2
"2585";"Ciccaba huhula";0,47;1;610;0,47;0,47;14;14;75,1
"2586";"Ciccaba huhula";0,49;1;598;0,49;0,49;14;14;99,5
"2587";"Ciccaba huhula";0,51;1;578;0,51;0,51;16;16;111,9
"2588";"Ciccaba huhula";0,53;1;553;0,53;0,53;17;17;107,4
"2589";"Ciccaba huhula";0,55;1;537;0,55;0,55;18;18;264,2
"2590";"Ciccaba huhula";0,57;1;509;0,57;0,57;17;17;85,5
"2591";"Ciccaba huhula";0,59;1;441;0,59;0,59;16;16;23,8
"2592";"Ciccaba huhula";0,61;1;413;0,61;0,61;17;17;25,9
"2593";"Ciccaba huhula";0,63;1;376;0,63;0,63;18;18;22,8
"2594";"Ciccaba huhula";0,65;1;356;0,65;0,65;20;20;7,3
"2595";"Ciccaba huhula";0,67;1;251;0,67;0,67;10;10;2,5
"2596";"Ciccaba huhula";0,69;1;226;0,69;0,69;12;12;0,5
"2597";"Ciccaba huhula";0,71;1;191;0,71;0,71;13;13;0,1
"2598";"Ciccaba huhula";NA;1;95;0,81;0,81;9;9;0
"2599";"Ciccaba huhula";NA;1;113;0,79;0,79;8;8;0
"2600";"Ciccaba huhula";NA;1;127;0,77;0,77;10;10;0
"2601";"Ciccaba huhula";NA;1;155;0,75;0,75;13;13;0
"2602";"Ciccaba huhula";NA;1;168;0,73;0,73;13;13;0
"2603";"Cichlopsis gularis";0,23;1;877;0,23;0,23;11;11;96,6
"2604";"Cichlopsis gularis";0,25;1;867;0,25;0,25;12;12;0,3
"2605";"Cichlopsis gularis";0,27;1;853;0,27;0,27;12;12;0
"2606";"Cichlopsis gularis";0,29;1;839;0,29;0,29;11;11;0,6
"2607";"Cichlopsis gularis";0,31;1;806;0,31;0,31;11;11;0
"2608";"Cichlopsis gularis";0,33;1;796;0,33;0,33;13;13;0
"2609";"Cichlopsis gularis";0,35;1;783;0,35;0,35;13;13;0
"2610";"Cichlopsis gularis";0,37;1;769;0,37;0,37;16;16;0
"2611";"Cichlopsis gularis";0,39;1;751;0,39;0,39;16;16;0
"2612";"Cissopis leverianus";0,23;1;877;0,23;0,23;11;11;145
"2613";"Cissopis leverianus";0,25;1;867;0,25;0,25;12;12;133
"2614";"Cissopis leverianus";0,27;1;853;0,27;0,27;12;12;212,9
"2615";"Cissopis leverianus";0,29;1;839;0,29;0,29;11;11;186,3
"2616";"Cissopis leverianus";0,31;1;806;0,31;0,31;11;11;221,8
"2617";"Cissopis leverianus";0,33;1;796;0,33;0,33;13;13;595,5
"2618";"Cissopis leverianus";0,35;1;783;0,35;0,35;13;13;371,9
"2619";"Cissopis leverianus";0,37;1;769;0,37;0,37;16;16;33,7
"2620";"Cissopis leverianus";0,39;1;751;0,39;0,39;16;16;13,5
"2621";"Cissopis leverianus";0,41;1;723;0,41;0,41;15;15;4,6
"2622";"Cissopis leverianus";0,43;1;689;0,43;0,43;14;14;3,9
"2623";"Cissopis leverianus";0,45;1;661;0,45;0,45;15;15;2,9
"2624";"Cissopis leverianus";0,47;1;610;0,47;0,47;14;14;5,5
"2625";"Cissopis leverianus";0,49;1;598;0,49;0,49;14;14;3,6
"2626";"Cissopis leverianus";0,51;1;578;0,51;0,51;16;16;0,5
"2627";"Cissopis leverianus";0,53;1;553;0,53;0,53;17;17;0,3
"2628";"Cissopis leverianus";0,55;1;537;0,55;0,55;18;18;0
"2629";"Clibanornis rubiginosus";0,23;1;877;0,23;0,23;11;11;0
"2630";"Clibanornis rubiginosus";0,25;1;867;0,25;0,25;12;12;0
"2631";"Clibanornis rubiginosus";0,27;1;853;0,27;0,27;12;12;0
"2632";"Clibanornis rubiginosus";0,29;1;839;0,29;0,29;11;11;0
"2633";"Cnipodectes subbrunneus";0,23;1;877;0,23;0,23;11;11;384,4
"2634";"Cnipodectes subbrunneus";0,25;1;867;0,25;0,25;12;12;418,4
"2635";"Cnipodectes subbrunneus";0,27;1;853;0,27;0,27;12;12;308,2
"2636";"Cnipodectes subbrunneus";0,29;1;839;0,29;0,29;11;11;319,7
"2637";"Cnipodectes subbrunneus";0,31;1;806;0,31;0,31;11;11;315,3
"2638";"Cnipodectes subbrunneus";0,33;1;796;0,33;0,33;13;13;249,2
"2639";"Cnipodectes subbrunneus";0,35;1;783;0,35;0,35;13;13;103,4
"2640";"Cnipodectes subbrunneus";0,37;1;769;0,37;0,37;16;16;155,9
"2641";"Cnipodectes subbrunneus";0,39;1;751;0,39;0,39;16;16;267,1
"2642";"Cnipodectes subbrunneus";0,41;1;723;0,41;0,41;15;15;502,8
"2643";"Cnipodectes subbrunneus";0,43;1;689;0,43;0,43;14;14;432,5
"2644";"Cnipodectes subbrunneus";0,45;1;661;0,45;0,45;15;15;562,4
"2645";"Cnipodectes subbrunneus";0,47;1;610;0,47;0,47;14;14;490,4
"2646";"Cnipodectes subbrunneus";0,49;1;598;0,49;0,49;14;14;620,8
"2647";"Cnipodectes subbrunneus";0,51;1;578;0,51;0,51;16;16;325,4
"2648";"Cnipodectes subbrunneus";0,53;1;553;0,53;0,53;17;17;160,8
"2649";"Cnipodectes subbrunneus";0,55;1;537;0,55;0,55;18;18;1537,5
"2650";"Cnipodectes subbrunneus";0,57;1;509;0,57;0,57;17;17;3,8
"2651";"Cnipodectes subbrunneus";0,59;1;441;0,59;0,59;16;16;0,2
"2652";"Cnipodectes subbrunneus";0,61;1;413;0,61;0,61;17;17;0
"2653";"Cnipodectes subbrunneus";0,63;1;376;0,63;0,63;18;18;0
"2654";"Cnipodectes superrufus";0,23;1;877;0,23;0,23;11;11;8,7
"2655";"Cnipodectes superrufus";0,25;1;867;0,25;0,25;12;12;4,9
"2656";"Cnipodectes superrufus";0,27;1;853;0,27;0,27;12;12;13,5
"2657";"Cnipodectes superrufus";0,29;1;839;0,29;0,29;11;11;3,5
"2658";"Cnipodectes superrufus";0,31;1;806;0,31;0,31;11;11;3,8
"2659";"Cnipodectes superrufus";0,33;1;796;0,33;0,33;13;13;1,1
"2660";"Cnipodectes superrufus";0,35;1;783;0,35;0,35;13;13;0,7
"2661";"Cnipodectes superrufus";0,37;1;769;0,37;0,37;16;16;0,8
"2662";"Cnipodectes superrufus";0,39;1;751;0,39;0,39;16;16;0
"2663";"Cnipodectes superrufus";0,41;1;723;0,41;0,41;15;15;0
"2664";"Cnipodectes superrufus";0,43;1;689;0,43;0,43;14;14;0
"2665";"Cnipodectes superrufus";0,45;1;661;0,45;0,45;15;15;0
"2666";"Coccycua cinerea";0,23;1;877;0,23;0,23;11;11;4,5
"2667";"Coccycua cinerea";0,25;1;867;0,25;0,25;12;12;5,2
"2668";"Coccycua cinerea";0,27;1;853;0,27;0,27;12;12;4
"2669";"Coccycua cinerea";0,29;1;839;0,29;0,29;11;11;3,1
"2670";"Coccycua cinerea";0,31;1;806;0,31;0,31;11;11;4,5
"2671";"Coccycua cinerea";0,33;1;796;0,33;0,33;13;13;14,7
"2672";"Coccycua cinerea";0,35;1;783;0,35;0,35;13;13;0,3
"2673";"Coccycua cinerea";0,37;1;769;0,37;0,37;16;16;0,2
"2674";"Coccycua cinerea";0,39;1;751;0,39;0,39;16;16;0
"2675";"Coccycua cinerea";0,41;1;723;0,41;0,41;15;15;0
"2676";"Coccycua cinerea";0,43;1;689;0,43;0,43;14;14;0
"2677";"Coccycua cinerea";0,45;1;661;0,45;0,45;15;15;0
"2678";"Coccycua cinerea";0,47;1;610;0,47;0,47;14;14;0
"2679";"Coccycua cinerea";0,49;1;598;0,49;0,49;14;14;0
"2680";"Coccycua cinerea";0,51;1;578;0,51;0,51;16;16;0
