"";"name";"no_overlap";"components";"order";"max_Ct";"min_Ct";"max_diam";"min_diam";"max_between"
"17135";"Tyranneutes stolzmanni";0,45;1;661;0,45;0,45;15;15;2266,6
"17136";"Tyranneutes stolzmanni";0,47;1;610;0,47;0,47;14;14;637,9
"17137";"Tyranneutes stolzmanni";0,49;1;598;0,49;0,49;14;14;604,2
"17138";"Tyranneutes stolzmanni";0,51;1;578;0,51;0,51;16;16;600,5
"17139";"Tyranneutes stolzmanni";0,53;1;553;0,53;0,53;17;17;457
"17140";"Tyranneutes stolzmanni";0,55;1;537;0,55;0,55;18;18;726,9
"17141";"Tyranneutes stolzmanni";0,57;1;509;0,57;0,57;17;17;2527,6
"17142";"Tyranneutes stolzmanni";0,59;1;441;0,59;0,59;16;16;777
"17143";"Tyranneutes stolzmanni";0,61;1;413;0,61;0,61;17;17;947,3
"17144";"Tyranneutes stolzmanni";0,63;1;376;0,63;0,63;18;18;745,5
"17145";"Tyranneutes stolzmanni";0,65;1;356;0,65;0,65;20;20;1213,1
"17146";"Tyranneutes stolzmanni";0,67;1;251;0,67;0,67;10;10;2006,9
"17147";"Tyranneutes stolzmanni";0,69;1;226;0,69;0,69;12;12;2219,7
"17148";"Tyranneutes stolzmanni";0,71;1;191;0,71;0,71;13;13;2585,8
"17149";"Tyranneutes stolzmanni";NA;1;113;0,79;0,79;8;8;957
"17150";"Tyranneutes stolzmanni";NA;1;127;0,77;0,77;10;10;1755
"17151";"Tyranneutes stolzmanni";NA;1;155;0,75;0,75;13;13;3702,1
"17152";"Tyranneutes stolzmanni";NA;1;168;0,73;0,73;13;13;4096,5
"17153";"Tyranneutes stolzmanni";NA;4;5;0,81;0,81;2;2;5
"17154";"Tyranneutes virescens";0,23;1;877;0,23;0,23;11;11;621,8
"17155";"Tyranneutes virescens";0,25;1;867;0,25;0,25;12;12;558,8
"17156";"Tyranneutes virescens";0,27;1;853;0,27;0,27;12;12;570,3
"17157";"Tyranneutes virescens";0,29;1;839;0,29;0,29;11;11;630,5
"17158";"Tyranneutes virescens";0,31;1;806;0,31;0,31;11;11;919,1
"17159";"Tyranneutes virescens";0,33;1;796;0,33;0,33;13;13;947,3
"17160";"Tyranneutes virescens";0,35;1;783;0,35;0,35;13;13;1222,5
"17161";"Tyranneutes virescens";0,37;1;769;0,37;0,37;16;16;1329,2
"17162";"Tyranneutes virescens";0,39;1;751;0,39;0,39;16;16;450,8
"17163";"Tyranneutes virescens";0,41;1;723;0,41;0,41;15;15;350,1
"17164";"Tyranneutes virescens";0,43;1;689;0,43;0,43;14;14;324,8
"17165";"Tyranneutes virescens";0,45;1;661;0,45;0,45;15;15;242,1
"17166";"Tyranneutes virescens";0,47;1;610;0,47;0,47;14;14;169,4
"17167";"Tyranneutes virescens";0,49;1;598;0,49;0,49;14;14;269,9
"17168";"Tyranneutes virescens";0,51;1;578;0,51;0,51;16;16;413,4
"17169";"Tyranneutes virescens";0,53;1;553;0,53;0,53;17;17;498
"17170";"Tyranneutes virescens";0,55;1;537;0,55;0,55;18;18;587,1
"17171";"Tyranneutes virescens";0,57;1;509;0,57;0,57;17;17;526,8
"17172";"Tyranneutes virescens";0,59;1;441;0,59;0,59;16;16;733
"17173";"Tyranneutes virescens";0,61;1;413;0,61;0,61;17;17;674,2
"17174";"Tyranneutes virescens";0,63;1;376;0,63;0,63;18;18;701,1
"17175";"Tyranneutes virescens";0,65;1;356;0,65;0,65;20;20;1620,5
"17176";"Tyranneutes virescens";NA;2;14;0,83;0,83;4;4;27,7
"17177";"Tyranneutes virescens";NA;2;26;0,81;0,81;6;6;113,5
"17178";"Tyranneutes virescens";NA;2;29;0,79;0,79;7;7;49,9
"17179";"Tyranneutes virescens";NA;2;32;0,77;0,77;6;6;32,7
"17180";"Tyranneutes virescens";NA;2;36;0,75;0,75;5;5;15,5
"17181";"Tyranneutes virescens";NA;2;42;0,73;0,73;8;8;10
"17182";"Tyranneutes virescens";NA;2;45;0,71;0,71;8;8;8,2
"17183";"Tyranneutes virescens";NA;2;56;0,69;0,69;10;10;136,8
"17184";"Tyranneutes virescens";NA;2;58;0,67;0,67;9;9;131,1
"17185";"Tyranneutes virescens";NA;3;4;0,91;0,87;2;1;0
"17186";"Tyranneutes virescens";NA;3;12;0,85;0,85;4;4;22
"17187";"Tyranneutes virescens";NA;4;4;0,89;0,89;1;1;0
"17188";"Tyrannopsis sulphurea";0,23;1;877;0,23;0,23;11;11;612,6
"17189";"Tyrannopsis sulphurea";0,25;1;867;0,25;0,25;12;12;750,3
"17190";"Tyrannopsis sulphurea";0,27;1;853;0,27;0,27;12;12;603,2
"17191";"Tyrannopsis sulphurea";0,29;1;839;0,29;0,29;11;11;535,5
"17192";"Tyrannopsis sulphurea";0,31;1;806;0,31;0,31;11;11;807,8
"17193";"Tyrannopsis sulphurea";0,33;1;796;0,33;0,33;13;13;534,5
"17194";"Tyrannopsis sulphurea";0,35;1;783;0,35;0,35;13;13;721,2
"17195";"Tyrannopsis sulphurea";0,37;1;769;0,37;0,37;16;16;946,6
"17196";"Tyrannopsis sulphurea";0,39;1;751;0,39;0,39;16;16;1569,7
"17197";"Tyrannopsis sulphurea";0,41;1;723;0,41;0,41;15;15;1406,3
"17198";"Tyrannopsis sulphurea";0,43;1;689;0,43;0,43;14;14;655,3
"17199";"Tyrannopsis sulphurea";0,45;1;661;0,45;0,45;15;15;182,6
"17200";"Tyrannopsis sulphurea";0,47;1;610;0,47;0,47;14;14;138,6
"17201";"Tyrannopsis sulphurea";0,49;1;598;0,49;0,49;14;14;154,5
"17202";"Tyrannopsis sulphurea";0,51;1;578;0,51;0,51;16;16;254
"17203";"Tyrannopsis sulphurea";0,53;1;553;0,53;0,53;17;17;641,4
"17204";"Tyrannopsis sulphurea";0,55;1;537;0,55;0,55;18;18;629,4
"17205";"Tyrannopsis sulphurea";0,57;1;509;0,57;0,57;17;17;711,2
"17206";"Tyrannopsis sulphurea";0,59;1;441;0,59;0,59;16;16;3630,1
"17207";"Tyrannopsis sulphurea";0,61;1;413;0,61;0,61;17;17;335,8
"17208";"Tyrannopsis sulphurea";0,63;1;376;0,63;0,63;18;18;89,8
"17209";"Tyrannopsis sulphurea";0,65;1;356;0,65;0,65;20;20;110,1
"17210";"Tyrannopsis sulphurea";0,67;1;251;0,67;0,67;10;10;63,9
"17211";"Tyrannopsis sulphurea";0,69;1;226;0,69;0,69;12;12;183,5
"17212";"Tyrannopsis sulphurea";0,71;1;191;0,71;0,71;13;13;294,9
"17213";"Tyrannopsis sulphurea";NA;1;95;0,81;0,81;9;9;0,5
"17214";"Tyrannopsis sulphurea";NA;1;113;0,79;0,79;8;8;0,2
"17215";"Tyrannopsis sulphurea";NA;1;127;0,77;0,77;10;10;2
"17216";"Tyrannopsis sulphurea";NA;1;155;0,75;0,75;13;13;64,9
"17217";"Tyrannopsis sulphurea";NA;1;168;0,73;0,73;13;13;266,3
"17218";"Tyrannulus elatus";0,23;1;877;0,23;0,23;11;11;458,5
"17219";"Tyrannulus elatus";0,25;1;867;0,25;0,25;12;12;367,5
"17220";"Tyrannulus elatus";0,27;1;853;0,27;0,27;12;12;398,1
"17221";"Tyrannulus elatus";0,29;1;839;0,29;0,29;11;11;412,4
"17222";"Tyrannulus elatus";0,31;1;806;0,31;0,31;11;11;448,6
"17223";"Tyrannulus elatus";0,33;1;796;0,33;0,33;13;13;418,6
"17224";"Tyrannulus elatus";0,35;1;783;0,35;0,35;13;13;632,6
"17225";"Tyrannulus elatus";0,37;1;769;0,37;0,37;16;16;935,8
"17226";"Tyrannulus elatus";0,39;1;751;0,39;0,39;16;16;562,9
"17227";"Tyrannulus elatus";0,41;1;723;0,41;0,41;15;15;947,7
"17228";"Tyrannulus elatus";0,43;1;689;0,43;0,43;14;14;453,2
"17229";"Tyrannulus elatus";0,45;1;661;0,45;0,45;15;15;704,6
"17230";"Tyrannulus elatus";0,47;1;610;0,47;0,47;14;14;587,1
"17231";"Tyrannulus elatus";0,49;1;598;0,49;0,49;14;14;695,8
"17232";"Tyrannulus elatus";0,51;1;578;0,51;0,51;16;16;503,4
"17233";"Tyrannulus elatus";0,53;1;553;0,53;0,53;17;17;226,6
"17234";"Tyrannulus elatus";0,55;1;537;0,55;0,55;18;18;159,3
"17235";"Tyrannulus elatus";0,57;1;509;0,57;0,57;17;17;48,8
"17236";"Tyrannulus elatus";0,59;1;441;0,59;0,59;16;16;83
"17237";"Tyrannulus elatus";0,61;1;413;0,61;0,61;17;17;129,7
"17238";"Tyrannulus elatus";0,63;1;376;0,63;0,63;18;18;48,1
"17239";"Tyrannulus elatus";0,65;1;356;0,65;0,65;20;20;99,9
"17240";"Tyrannulus elatus";0,67;1;251;0,67;0,67;10;10;163,4
"17241";"Tyrannulus elatus";0,69;1;226;0,69;0,69;12;12;35,8
"17242";"Tyrannulus elatus";0,71;1;191;0,71;0,71;13;13;26,6
"17243";"Tyrannulus elatus";NA;1;69;0,83;0,83;7;7;0
"17244";"Tyrannulus elatus";NA;1;95;0,81;0,81;9;9;1,4
"17245";"Tyrannulus elatus";NA;1;113;0,79;0,79;8;8;3,3
"17246";"Tyrannulus elatus";NA;1;127;0,77;0,77;10;10;20,8
"17247";"Tyrannulus elatus";NA;1;155;0,75;0,75;13;13;20,5
"17248";"Tyrannulus elatus";NA;1;168;0,73;0,73;13;13;10,8
"17249";"Tyrannus albogularis";0,23;1;877;0,23;0,23;11;11;763,7
"17250";"Tyrannus albogularis";0,25;1;867;0,25;0,25;12;12;951,3
"17251";"Tyrannus albogularis";0,27;1;853;0,27;0,27;12;12;763,3
"17252";"Tyrannus albogularis";0,29;1;839;0,29;0,29;11;11;674
"17253";"Tyrannus albogularis";0,31;1;806;0,31;0,31;11;11;898,6
"17254";"Tyrannus albogularis";0,33;1;796;0,33;0,33;13;13;1474,1
"17255";"Tyrannus albogularis";0,35;1;783;0,35;0,35;13;13;849,6
"17256";"Tyrannus albogularis";0,37;1;769;0,37;0,37;16;16;1206,1
"17257";"Tyrannus albogularis";0,39;1;751;0,39;0,39;16;16;849,1
"17258";"Tyrannus albogularis";0,41;1;723;0,41;0,41;15;15;939,4
"17259";"Tyrannus albogularis";0,43;1;689;0,43;0,43;14;14;2051,2
"17260";"Tyrannus albogularis";0,45;1;661;0,45;0,45;15;15;128,6
"17261";"Tyrannus albogularis";0,47;1;610;0,47;0,47;14;14;39,7
"17262";"Tyrannus albogularis";0,49;1;598;0,49;0,49;14;14;61,7
"17263";"Tyrannus albogularis";0,51;1;578;0,51;0,51;16;16;99
"17264";"Tyrannus albogularis";0,53;1;553;0,53;0,53;17;17;37,3
"17265";"Tyrannus albogularis";0,55;1;537;0,55;0,55;18;18;6,3
"17266";"Tyrannus albogularis";0,57;1;509;0,57;0,57;17;17;12,4
"17267";"Tyrannus albogularis";0,59;1;441;0,59;0,59;16;16;1,7
"17268";"Tyrannus albogularis";0,61;1;413;0,61;0,61;17;17;0,4
"17269";"Tyrannus albogularis";0,63;1;376;0,63;0,63;18;18;0,1
"17270";"Tyrannus albogularis";0,65;1;356;0,65;0,65;20;20;0
"17271";"Tyrannus albogularis";0,67;1;251;0,67;0,67;10;10;0
"17272";"Tyrannus albogularis";0,69;1;226;0,69;0,69;12;12;0
"17273";"Tyrannus dominicensis";0,23;1;877;0,23;0,23;11;11;308,2
"17274";"Tyrannus dominicensis";0,25;1;867;0,25;0,25;12;12;203,5
"17275";"Tyrannus dominicensis";0,27;1;853;0,27;0,27;12;12;58,4
"17276";"Tyrannus dominicensis";0,29;1;839;0,29;0,29;11;11;103,1
"17277";"Tyrannus dominicensis";0,31;1;806;0,31;0,31;11;11;211,7
"17278";"Tyrannus dominicensis";0,33;1;796;0,33;0,33;13;13;24,6
"17279";"Tyrannus dominicensis";0,35;1;783;0,35;0,35;13;13;92,3
"17280";"Tyrannus dominicensis";0,37;1;769;0,37;0,37;16;16;189,8
"17281";"Tyrannus dominicensis";0,39;1;751;0,39;0,39;16;16;86,3
"17282";"Tyrannus dominicensis";0,41;1;723;0,41;0,41;15;15;1,2
"17283";"Tyrannus dominicensis";NA;2;8;0,65;0,65;4;4;1,8
"17284";"Tyrannus dominicensis";NA;2;14;0,45;0,45;3;3;1,1
"17285";"Tyrannus dominicensis";NA;3;9;0,57;0,55;2;2;0,5
"17286";"Tyrannus dominicensis";NA;3;11;0,53;0,53;4;4;1
"17287";"Tyrannus dominicensis";NA;3;12;0,51;0,51;4;4;0,8
"17288";"Tyrannus dominicensis";NA;3;13;0,49;0,49;3;3;2,3
"17289";"Tyrannus dominicensis";NA;3;14;0,47;0,43;3;3;4,8
"17290";"Tyrannus dominicensis";NA;4;8;0,63;0,63;4;4;1,3
"17291";"Tyrannus dominicensis";NA;4;9;0,61;0,61;3;3;0,2
"17292";"Tyrannus dominicensis";NA;5;9;0,59;0,59;2;2;0
"17293";"Tyrannus dominicensis";NA;6;6;0,67;0,67;2;2;5
"17294";"Tyrannus dominicensis";NA;8;4;0,71;0,71;3;3;2
"17295";"Tyrannus dominicensis";NA;8;5;0,69;0,69;2;2;0
"17296";"Tyrannus dominicensis";NA;10;3;0,73;0,73;2;2;1
"17297";"Uropelia campestris";0,23;1;877;0,23;0,23;11;11;23,2
"17298";"Uropelia campestris";0,25;1;867;0,25;0,25;12;12;556
"17299";"Uropelia campestris";0,27;1;853;0,27;0,27;12;12;438,5
"17300";"Uropelia campestris";0,29;1;839;0,29;0,29;11;11;838,3
"17301";"Uropelia campestris";0,31;1;806;0,31;0,31;11;11;804,6
"17302";"Uropelia campestris";0,33;1;796;0,33;0,33;13;13;794,5
"17303";"Uropelia campestris";0,35;1;783;0,35;0,35;13;13;0,7
"17304";"Uropelia campestris";0,37;1;769;0,37;0,37;16;16;0,9
"17305";"Uropelia campestris";0,39;1;751;0,39;0,39;16;16;1,7
"17306";"Uropelia campestris";0,41;1;723;0,41;0,41;15;15;0,9
"17307";"Uropelia campestris";0,43;1;689;0,43;0,43;14;14;1,5
"17308";"Uropelia campestris";0,45;1;661;0,45;0,45;15;15;0,2
"17309";"Uropelia campestris";0,47;1;610;0,47;0,47;14;14;0
"17310";"Uropelia campestris";0,49;1;598;0,49;0,49;14;14;0
"17311";"Uropelia campestris";0,51;1;578;0,51;0,51;16;16;0
"17312";"Uropelia campestris";0,53;1;553;0,53;0,53;17;17;0
"17313";"Veniliornis affinis";0,23;1;877;0,23;0,23;11;11;537,1
"17314";"Veniliornis affinis";0,25;1;867;0,25;0,25;12;12;585,3
"17315";"Veniliornis affinis";0,27;1;853;0,27;0,27;12;12;900,9
"17316";"Veniliornis affinis";0,29;1;839;0,29;0,29;11;11;917,7
"17317";"Veniliornis affinis";0,31;1;806;0,31;0,31;11;11;874
"17318";"Veniliornis affinis";0,33;1;796;0,33;0,33;13;13;1023,6
"17319";"Veniliornis affinis";0,35;1;783;0,35;0,35;13;13;614,5
"17320";"Veniliornis affinis";0,37;1;769;0,37;0,37;16;16;725,1
"17321";"Veniliornis affinis";0,39;1;751;0,39;0,39;16;16;596,3
"17322";"Veniliornis affinis";0,41;1;723;0,41;0,41;15;15;955,4
"17323";"Veniliornis affinis";0,43;1;689;0,43;0,43;14;14;1349,9
"17324";"Veniliornis affinis";0,45;1;661;0,45;0,45;15;15;1499,5
"17325";"Veniliornis affinis";0,47;1;610;0,47;0,47;14;14;2539,7
"17326";"Veniliornis affinis";0,49;1;598;0,49;0,49;14;14;2567,4
"17327";"Veniliornis affinis";0,51;1;578;0,51;0,51;16;16;1271,3
"17328";"Veniliornis affinis";0,53;1;553;0,53;0,53;17;17;1366,5
"17329";"Veniliornis affinis";0,55;1;537;0,55;0,55;18;18;1631,3
"17330";"Veniliornis affinis";0,57;1;509;0,57;0,57;17;17;4579,9
"17331";"Veniliornis affinis";0,59;1;441;0,59;0,59;16;16;1720,1
"17332";"Veniliornis affinis";0,61;1;413;0,61;0,61;17;17;1680,8
"17333";"Veniliornis affinis";0,63;1;376;0,63;0,63;18;18;2281,1
"17334";"Veniliornis affinis";0,65;1;356;0,65;0,65;20;20;1200,3
"17335";"Veniliornis affinis";0,67;1;251;0,67;0,67;10;10;587,2
"17336";"Veniliornis affinis";0,69;1;226;0,69;0,69;12;12;283
"17337";"Veniliornis affinis";0,71;1;191;0,71;0,71;13;13;160,2
"17338";"Veniliornis affinis";NA;1;113;0,79;0,79;8;8;111
"17339";"Veniliornis affinis";NA;1;127;0,77;0,77;10;10;249
"17340";"Veniliornis affinis";NA;1;155;0,75;0,75;13;13;1059,6
"17341";"Veniliornis affinis";NA;1;168;0,73;0,73;13;13;181,3
"17342";"Veniliornis affinis";NA;4;5;0,81;0,81;2;2;0
"17343";"Veniliornis cassini";0,23;1;877;0,23;0,23;11;11;651,9
"17344";"Veniliornis cassini";0,25;1;867;0,25;0,25;12;12;404,1
"17345";"Veniliornis cassini";0,27;1;853;0,27;0,27;12;12;998,6
"17346";"Veniliornis cassini";0,29;1;839;0,29;0,29;11;11;790,2
"17347";"Veniliornis cassini";0,31;1;806;0,31;0,31;11;11;864,2
"17348";"Veniliornis cassini";0,33;1;796;0,33;0,33;13;13;1677,7
"17349";"Veniliornis cassini";0,35;1;783;0,35;0,35;13;13;318,3
"17350";"Veniliornis cassini";0,37;1;769;0,37;0,37;16;16;453,3
"17351";"Veniliornis cassini";0,39;1;751;0,39;0,39;16;16;506
"17352";"Veniliornis cassini";0,41;1;723;0,41;0,41;15;15;295
"17353";"Veniliornis cassini";0,43;1;689;0,43;0,43;14;14;247,5
"17354";"Veniliornis cassini";0,45;1;661;0,45;0,45;15;15;859,7
"17355";"Veniliornis cassini";0,47;1;610;0,47;0,47;14;14;213,8
"17356";"Veniliornis cassini";0,49;1;598;0,49;0,49;14;14;150,1
"17357";"Veniliornis cassini";0,51;1;578;0,51;0,51;16;16;208,7
"17358";"Veniliornis cassini";0,53;1;553;0,53;0,53;17;17;238
"17359";"Veniliornis cassini";0,55;1;537;0,55;0,55;18;18;355,1
"17360";"Veniliornis cassini";0,57;1;509;0,57;0,57;17;17;294,3
"17361";"Veniliornis cassini";0,59;1;441;0,59;0,59;16;16;357,9
"17362";"Veniliornis cassini";0,61;1;413;0,61;0,61;17;17;300,9
"17363";"Veniliornis cassini";0,63;1;376;0,63;0,63;18;18;85,2
"17364";"Veniliornis cassini";0,65;1;356;0,65;0,65;20;20;80,6
"17365";"Veniliornis cassini";NA;2;32;0,77;0,77;6;6;0
"17366";"Veniliornis cassini";NA;2;36;0,75;0,75;5;5;0
"17367";"Veniliornis cassini";NA;2;42;0,73;0,73;8;8;0
"17368";"Veniliornis cassini";NA;2;45;0,71;0,71;8;8;4,1
"17369";"Veniliornis cassini";NA;2;56;0,69;0,69;10;10;4
"17370";"Veniliornis cassini";NA;2;58;0,67;0,67;9;9;2,8
"17371";"Veniliornis sanguineus";0,23;1;877;0,23;0,23;11;11;0
"17372";"Veniliornis sanguineus";NA;5;2;0,27;0,25;1;1;0
"17373";"Veniliornis sanguineus";NA;8;2;0,29;0,29;1;1;0
"17374";"Veniliornis sanguineus";NA;10;2;0,33;0,33;1;1;0
"17375";"Veniliornis sanguineus";NA;11;2;0,35;0,31;1;1;0
"17376";"Veniliornis sanguineus";NA;13;2;0,37;0,37;1;1;0
"17377";"Veniliornis sanguineus";NA;15;2;0,39;0,39;1;1;0
"17378";"Vireo altiloquus";0,23;1;877;0,23;0,23;11;11;1042,5
"17379";"Vireo altiloquus";0,25;1;867;0,25;0,25;12;12;1460,4
"17380";"Vireo altiloquus";0,27;1;853;0,27;0,27;12;12;1709,5
"17381";"Vireo altiloquus";0,29;1;839;0,29;0,29;11;11;559,3
"17382";"Vireo altiloquus";0,31;1;806;0,31;0,31;11;11;530,6
"17383";"Vireo altiloquus";0,33;1;796;0,33;0,33;13;13;1378,7
"17384";"Vireo altiloquus";0,35;1;783;0,35;0,35;13;13;271,6
"17385";"Vireo altiloquus";0,37;1;769;0,37;0,37;16;16;531
"17386";"Vireo altiloquus";0,39;1;751;0,39;0,39;16;16;256,3
"17387";"Vireo altiloquus";0,41;1;723;0,41;0,41;15;15;170,2
"17388";"Vireo altiloquus";0,43;1;689;0,43;0,43;14;14;86,7
"17389";"Vireo altiloquus";0,45;1;661;0,45;0,45;15;15;132,9
"17390";"Vireo altiloquus";0,47;1;610;0,47;0,47;14;14;118,1
"17391";"Vireo altiloquus";0,49;1;598;0,49;0,49;14;14;133,9
"17392";"Vireo altiloquus";0,51;1;578;0,51;0,51;16;16;116,5
"17393";"Vireo altiloquus";0,53;1;553;0,53;0,53;17;17;352,4
"17394";"Vireo altiloquus";0,55;1;537;0,55;0,55;18;18;36,1
"17395";"Vireo altiloquus";0,57;1;509;0,57;0,57;17;17;54,3
"17396";"Vireo altiloquus";0,59;1;441;0,59;0,59;16;16;23,5
"17397";"Vireo altiloquus";0,61;1;413;0,61;0,61;17;17;0
"17398";"Vireo altiloquus";0,63;1;376;0,63;0,63;18;18;0,3
"17399";"Vireo altiloquus";0,65;1;356;0,65;0,65;20;20;0
"17400";"Vireo altiloquus";0,67;1;251;0,67;0,67;10;10;0,1
"17401";"Vireo altiloquus";0,69;1;226;0,69;0,69;12;12;0
"17402";"Vireo flavoviridis";0,23;1;877;0,23;0,23;11;11;302,7
"17403";"Vireo flavoviridis";0,25;1;867;0,25;0,25;12;12;273,7
"17404";"Vireo flavoviridis";0,27;1;853;0,27;0,27;12;12;589,8
"17405";"Vireo flavoviridis";0,29;1;839;0,29;0,29;11;11;1084,6
"17406";"Vireo flavoviridis";0,31;1;806;0,31;0,31;11;11;561,8
"17407";"Vireo flavoviridis";0,33;1;796;0,33;0,33;13;13;596
"17408";"Vireo flavoviridis";0,35;1;783;0,35;0,35;13;13;466,3
"17409";"Vireo flavoviridis";0,37;1;769;0,37;0,37;16;16;1019,4
"17410";"Vireo flavoviridis";0,39;1;751;0,39;0,39;16;16;1032,6
"17411";"Vireo flavoviridis";0,41;1;723;0,41;0,41;15;15;360
"17412";"Vireo flavoviridis";0,43;1;689;0,43;0,43;14;14;343
"17413";"Vireo flavoviridis";0,45;1;661;0,45;0,45;15;15;329
"17414";"Vireo flavoviridis";NA;6;4;0,57;0,47;3;2;2
"17415";"Vireo flavoviridis";NA;7;4;0,53;0,53;3;3;2
"17416";"Vireo flavoviridis";NA;9;4;0,59;0,59;3;3;2
"17417";"Vireo flavoviridis";NA;13;3;0,61;0,61;2;2;1
"17418";"Vireo flavoviridis";NA;15;3;0,63;0,63;2;2;1
"17419";"Vireo flavoviridis";NA;30;2;0,65;0,65;1;1;0
"17420";"Vireo sclateri";0,23;1;877;0,23;0,23;11;11;4455,8
"17421";"Vireo sclateri";0,25;1;867;0,25;0,25;12;12;2357,2
"17422";"Vireo sclateri";0,27;1;853;0,27;0,27;12;12;3781,1
"17423";"Vireo sclateri";0,29;1;839;0,29;0,29;11;11;5735,9
"17424";"Vireo sclateri";0,31;1;806;0,31;0,31;11;11;11627,6
"17425";"Vireo sclateri";0,33;1;796;0,33;0,33;13;13;14112,6
"17426";"Vireo sclateri";0,35;1;783;0,35;0,35;13;13;14591
"17427";"Vireo sclateri";0,37;1;769;0,37;0,37;16;16;8793,4
"17428";"Vireo sclateri";0,39;1;751;0,39;0,39;16;16;429,1
"17429";"Vireo sclateri";0,41;1;723;0,41;0,41;15;15;211,6
"17430";"Vireo sclateri";0,43;1;689;0,43;0,43;14;14;322,3
"17431";"Vireo sclateri";0,45;1;661;0,45;0,45;15;15;523,7
"17432";"Vireo sclateri";NA;2;11;0,63;0,63;6;6;21
"17433";"Vireo sclateri";NA;2;15;0,57;0,55;5;5;1
"17434";"Vireo sclateri";NA;2;17;0,53;0,53;5;5;4
"17435";"Vireo sclateri";NA;2;19;0,51;0,47;4;4;17,7
"17436";"Vireo sclateri";NA;3;14;0,61;0,59;8;6;9,3
"17437";"Vireo sclateri";NA;9;4;0,65;0,65;2;2;2
"17438";"Vireo sclateri";NA;10;4;0,67;0,67;3;3;2
"17439";"Vireo sclateri";NA;14;3;0,69;0,69;2;2;0
"17440";"Vireolanius leucotis";0,23;1;877;0,23;0,23;11;11;1655,2
"17441";"Vireolanius leucotis";0,25;1;867;0,25;0,25;12;12;1621,9
"17442";"Vireolanius leucotis";0,27;1;853;0,27;0,27;12;12;1645,1
"17443";"Vireolanius leucotis";0,29;1;839;0,29;0,29;11;11;575,3
"17444";"Vireolanius leucotis";0,31;1;806;0,31;0,31;11;11;494
"17445";"Vireolanius leucotis";0,33;1;796;0,33;0,33;13;13;196,4
"17446";"Vireolanius leucotis";0,35;1;783;0,35;0,35;13;13;288,6
"17447";"Vireolanius leucotis";0,37;1;769;0,37;0,37;16;16;261,4
"17448";"Vireolanius leucotis";0,39;1;751;0,39;0,39;16;16;289,5
"17449";"Vireolanius leucotis";0,41;1;723;0,41;0,41;15;15;770,6
"17450";"Vireolanius leucotis";0,43;1;689;0,43;0,43;14;14;489,9
"17451";"Vireolanius leucotis";0,45;1;661;0,45;0,45;15;15;227,4
"17452";"Vireolanius leucotis";0,47;1;610;0,47;0,47;14;14;25,3
"17453";"Vireolanius leucotis";0,49;1;598;0,49;0,49;14;14;17,4
"17454";"Vireolanius leucotis";0,51;1;578;0,51;0,51;16;16;39,5
"17455";"Vireolanius leucotis";0,53;1;553;0,53;0,53;17;17;68,5
"17456";"Vireolanius leucotis";0,55;1;537;0,55;0,55;18;18;56,8
"17457";"Vireolanius leucotis";0,57;1;509;0,57;0,57;17;17;228,3
"17458";"Vireolanius leucotis";0,59;1;441;0,59;0,59;16;16;0
"17459";"Vireolanius leucotis";0,61;1;413;0,61;0,61;17;17;0
"17460";"Vireolanius leucotis";0,63;1;376;0,63;0,63;18;18;0
"17461";"Vireolanius leucotis";0,65;1;356;0,65;0,65;20;20;0
"17462";"Willisornis nigrigula";0,23;1;877;0,23;0,23;11;11;639,5
"17463";"Willisornis nigrigula";0,25;1;867;0,25;0,25;12;12;767,4
"17464";"Willisornis nigrigula";0,27;1;853;0,27;0,27;12;12;636,8
"17465";"Willisornis nigrigula";0,29;1;839;0,29;0,29;11;11;57
"17466";"Willisornis nigrigula";0,31;1;806;0,31;0,31;11;11;130,6
"17467";"Willisornis nigrigula";0,33;1;796;0,33;0,33;13;13;116,1
"17468";"Willisornis nigrigula";0,35;1;783;0,35;0,35;13;13;234,4
"17469";"Willisornis nigrigula";0,37;1;769;0,37;0,37;16;16;1176
"17470";"Willisornis nigrigula";0,39;1;751;0,39;0,39;16;16;782,7
"17471";"Willisornis nigrigula";0,41;1;723;0,41;0,41;15;15;736,6
"17472";"Willisornis nigrigula";0,43;1;689;0,43;0,43;14;14;2000,4
"17473";"Willisornis nigrigula";0,45;1;661;0,45;0,45;15;15;1245,5
"17474";"Willisornis nigrigula";0,47;1;610;0,47;0,47;14;14;371,4
"17475";"Willisornis nigrigula";0,49;1;598;0,49;0,49;14;14;354,9
"17476";"Willisornis nigrigula";NA;8;3;0,51;0,51;2;2;1
"17477";"Willisornis nigrigula";NA;9;3;0,53;0,53;2;2;1
"17478";"Willisornis nigrigula";NA;19;2;0,55;0,55;1;1;0
"17479";"Willisornis poecilinotus";0,23;1;877;0,23;0,23;11;11;561,9
"17480";"Willisornis poecilinotus";0,25;1;867;0,25;0,25;12;12;798,3
"17481";"Willisornis poecilinotus";0,27;1;853;0,27;0,27;12;12;872,7
"17482";"Willisornis poecilinotus";0,29;1;839;0,29;0,29;11;11;623,8
"17483";"Willisornis poecilinotus";0,31;1;806;0,31;0,31;11;11;483,4
"17484";"Willisornis poecilinotus";0,33;1;796;0,33;0,33;13;13;1094,3
"17485";"Willisornis poecilinotus";0,35;1;783;0,35;0,35;13;13;469,5
"17486";"Willisornis poecilinotus";0,37;1;769;0,37;0,37;16;16;462,2
